goal,difficulty,age,weight_kg,height_cm,gender,activity_level,muscle_group,exercise_name,exercise_type,sets,reps,duration_sec,rest_sec,order_in_workout,met_value,estimated_calories
Weight Loss,Advanced,35,115,196,male,active,Core,Crunches,strength,3,18,0,36,2,3.0,24.2
Weight Loss,Advanced,35,115,196,male,active,Full Body,Battle Ropes,cardio,3,0,36,36,3,10.0,34.5
Weight Loss,Advanced,35,115,196,male,active,Legs,Leg Press,strength,3,18,0,36,4,5.0,40.3
Muscle Gain,Advanced,41,112,187,male,active,Chest,Bench Press,strength,4,9,0,108,1,5.0,72.8
Muscle Gain,Advanced,41,112,187,male,active,Back,Lat Pulldown,strength,4,9,0,108,2,3.5,51.0
Muscle Gain,Advanced,41,112,187,male,active,Legs,Romanian Deadlift,strength,4,9,0,108,3,5.0,72.8
Muscle Gain,Advanced,41,112,187,male,active,Shoulders,Face Pull,strength,4,9,0,108,4,3.0,43.7
Muscle Gain,Advanced,41,112,187,male,active,Arms,Skull Crushers,strength,4,9,0,108,5,3.5,51.0
Muscle Gain,Advanced,46,54,158,male,active,Chest,Push Up,strength,4,9,0,108,1,3.8,26.7
Muscle Gain,Advanced,46,54,158,male,active,Back,Seated Cable Row,strength,4,9,0,108,2,3.5,24.6
Muscle Gain,Advanced,46,54,158,male,active,Legs,Calf Raises,strength,4,9,0,108,3,2.5,17.6
Muscle Gain,Advanced,46,54,158,male,active,Shoulders,Front Raise,strength,4,9,0,108,4,3.0,21.1
Muscle Gain,Advanced,46,54,158,male,active,Arms,Bicep Curl,strength,4,9,0,108,5,3.0,21.1
Muscle Gain,Advanced,35,84,187,male,light,Chest,Push Up,strength,4,9,0,108,1,3.8,41.5
Muscle Gain,Advanced,35,84,187,male,light,Back,Pull Up,strength,4,9,0,108,2,5.0,54.6
Muscle Gain,Advanced,35,84,187,male,light,Legs,Romanian Deadlift,strength,4,9,0,108,3,5.0,54.6
Muscle Gain,Advanced,35,84,187,male,light,Shoulders,Front Raise,strength,4,9,0,108,4,3.0,32.8
Muscle Gain,Advanced,35,84,187,male,light,Arms,Tricep Pushdown,strength,4,9,0,108,5,3.0,32.8
Muscle Gain,Advanced,25,90,173,female,moderate,Chest,Dips,strength,4,9,0,108,1,4.0,46.8
Muscle Gain,Advanced,25,90,173,female,moderate,Back,Deadlift,strength,4,9,0,108,2,6.0,70.2
Muscle Gain,Advanced,25,90,173,female,moderate,Legs,Calf Raises,strength,4,9,0,108,3,2.5,29.2
Muscle Gain,Advanced,25,90,173,female,moderate,Shoulders,Arnold Press,strength,4,9,0,108,4,4.0,46.8
Muscle Gain,Advanced,25,90,173,female,moderate,Arms,Bicep Curl,strength,4,9,0,108,5,3.0,35.1
Maintain Weight,Beginner,25,75,192,female,moderate,Cardio,Cycling,cardio,2,0,24,48,1,7.5,7.5
Maintain Weight,Beginner,25,75,192,female,moderate,Core,Plank,strength,2,9,0,48,2,3.5,12.7
Maintain Weight,Beginner,25,75,192,female,moderate,Chest,Bench Press,strength,2,9,0,48,3,5.0,18.1
Maintain Weight,Beginner,25,75,192,female,moderate,Legs,Lunges,strength,2,9,0,48,4,4.5,16.3
Maintain Weight,Beginner,25,75,192,female,moderate,Shoulders,Lateral Raise,strength,2,9,0,48,5,3.0,10.9
Maintain Weight,Advanced,42,100,186,female,active,Cardio,Box Jumps,cardio,3,0,36,72,1,10.0,30.0
Maintain Weight,Advanced,42,100,186,female,active,Core,Russian Twist,strength,3,14,0,72,2,3.5,29.8
Maintain Weight,Advanced,42,100,186,female,active,Chest,Push Up,strength,3,14,0,72,3,3.8,32.3
Maintain Weight,Advanced,42,100,186,female,active,Legs,Calf Raises,strength,3,14,0,72,4,2.5,21.2
Maintain Weight,Advanced,42,100,186,female,active,Shoulders,Front Raise,strength,3,14,0,72,5,3.0,25.5
Muscle Gain,Intermediate,45,107,198,male,light,Chest,Push Up,strength,4,8,0,90,1,3.8,51.5
Muscle Gain,Intermediate,45,107,198,male,light,Back,Pull Up,strength,4,8,0,90,2,5.0,67.8
Muscle Gain,Intermediate,45,107,198,male,light,Legs,Romanian Deadlift,strength,4,8,0,90,3,5.0,67.8
Muscle Gain,Intermediate,45,107,198,male,light,Shoulders,Lateral Raise,strength,4,8,0,90,4,3.0,40.7
Muscle Gain,Intermediate,45,107,198,male,light,Arms,Tricep Pushdown,strength,4,8,0,90,5,3.0,40.7
Weight Loss,Beginner,42,64,168,male,sedentary,Cardio,Running,cardio,2,0,24,24,1,9.8,8.4
Weight Loss,Beginner,42,64,168,male,sedentary,Core,Crunches,strength,2,12,0,24,2,3.0,7.0
Weight Loss,Beginner,42,64,168,male,sedentary,Full Body,Thruster,cardio,2,0,24,24,3,9.5,8.1
Weight Loss,Beginner,42,64,168,male,sedentary,Legs,Romanian Deadlift,strength,2,12,0,24,4,5.0,11.7
Maintain Weight,Advanced,23,74,171,female,very_active,Cardio,Mountain Climbers,cardio,3,0,36,72,1,8.0,17.8
Maintain Weight,Advanced,23,74,171,female,very_active,Core,Plank,strength,3,14,0,72,2,3.5,22.0
Maintain Weight,Advanced,23,74,171,female,very_active,Chest,Push Up,strength,3,14,0,72,3,3.8,23.9
Maintain Weight,Advanced,23,74,171,female,very_active,Legs,Squat,strength,3,14,0,72,4,6.0,37.7
Maintain Weight,Advanced,23,74,171,female,very_active,Shoulders,Lateral Raise,strength,3,14,0,72,5,3.0,18.9
Maintain Weight,Advanced,34,108,168,female,very_active,Cardio,Mountain Climbers,cardio,3,0,36,72,1,8.0,25.9
Maintain Weight,Advanced,34,108,168,female,very_active,Core,Crunches,strength,3,14,0,72,2,3.0,27.5
Maintain Weight,Advanced,34,108,168,female,very_active,Chest,Cable Fly,strength,3,14,0,72,3,3.5,32.1
Maintain Weight,Advanced,34,108,168,female,very_active,Legs,Romanian Deadlift,strength,3,14,0,72,4,5.0,45.9
Maintain Weight,Advanced,34,108,168,female,very_active,Shoulders,Arnold Press,strength,3,14,0,72,5,4.0,36.7
Muscle Gain,Advanced,43,119,193,male,active,Chest,Push Up,strength,4,9,0,108,1,3.8,58.8
Muscle Gain,Advanced,43,119,193,male,active,Back,Pull Up,strength,4,9,0,108,2,5.0,77.4
Muscle Gain,Advanced,43,119,193,male,active,Legs,Leg Press,strength,4,9,0,108,3,5.0,77.4
Muscle Gain,Advanced,43,119,193,male,active,Shoulders,Front Raise,strength,4,9,0,108,4,3.0,46.4
Muscle Gain,Advanced,43,119,193,male,active,Arms,Skull Crushers,strength,4,9,0,108,5,3.5,54.1
Weight Loss,Intermediate,24,93,174,male,sedentary,Cardio,Cycling,cardio,3,0,30,30,1,7.5,17.4
Weight Loss,Intermediate,24,93,174,male,sedentary,Core,Plank,strength,3,15,0,30,2,3.5,20.3
Weight Loss,Intermediate,24,93,174,male,sedentary,Full Body,Burpees,cardio,3,0,30,30,3,10.0,23.2
Weight Loss,Intermediate,24,93,174,male,sedentary,Legs,Lunges,strength,3,15,0,30,4,4.5,26.2
Muscle Gain,Advanced,36,110,184,male,very_active,Chest,Bench Press,strength,4,9,0,108,1,5.0,71.5
Muscle Gain,Advanced,36,110,184,male,very_active,Back,Pull Up,strength,4,9,0,108,2,5.0,71.5
Muscle Gain,Advanced,36,110,184,male,very_active,Legs,Leg Press,strength,4,9,0,108,3,5.0,71.5
Muscle Gain,Advanced,36,110,184,male,very_active,Shoulders,Lateral Raise,strength,4,9,0,108,4,3.0,42.9
Muscle Gain,Advanced,36,110,184,male,very_active,Arms,Bicep Curl,strength,4,9,0,108,5,3.0,42.9
Muscle Gain,Advanced,47,64,156,female,sedentary,Chest,Cable Fly,strength,4,9,0,108,1,3.5,29.1
Muscle Gain,Advanced,47,64,156,female,sedentary,Back,Pull Up,strength,4,9,0,108,2,5.0,41.6
Muscle Gain,Advanced,47,64,156,female,sedentary,Legs,Romanian Deadlift,strength,4,9,0,108,3,5.0,41.6
Muscle Gain,Advanced,47,64,156,female,sedentary,Shoulders,Lateral Raise,strength,4,9,0,108,4,3.0,25.0
Muscle Gain,Advanced,47,64,156,female,sedentary,Arms,Hammer Curl,strength,4,9,0,108,5,3.0,25.0
Maintain Weight,Beginner,45,65,196,male,active,Cardio,Cycling,cardio,2,0,24,48,1,7.5,6.5
Maintain Weight,Beginner,45,65,196,male,active,Core,Leg Raises,strength,2,9,0,48,2,3.0,9.4
Maintain Weight,Beginner,45,65,196,male,active,Chest,Push Up,strength,2,9,0,48,3,3.8,11.9
Maintain Weight,Beginner,45,65,196,male,active,Legs,Romanian Deadlift,strength,2,9,0,48,4,5.0,15.7
Maintain Weight,Beginner,45,65,196,male,active,Shoulders,Front Raise,strength,2,9,0,48,5,3.0,9.4
Weight Loss,Beginner,34,90,175,male,very_active,Cardio,Jump Rope,cardio,2,0,24,24,1,12.3,14.8
Weight Loss,Beginner,34,90,175,male,very_active,Core,Crunches,strength,2,12,0,24,2,3.0,9.9
Weight Loss,Beginner,34,90,175,male,very_active,Full Body,Thruster,cardio,2,0,24,24,3,9.5,11.4
Weight Loss,Beginner,34,90,175,male,very_active,Legs,Squat,strength,2,12,0,24,4,6.0,19.8
Weight Loss,Intermediate,52,110,187,female,sedentary,Cardio,Cycling,cardio,3,0,30,30,1,7.5,20.6
Weight Loss,Intermediate,52,110,187,female,sedentary,Core,Plank,strength,3,15,0,30,2,3.5,24.1
Weight Loss,Intermediate,52,110,187,female,sedentary,Full Body,Clean and Press,cardio,3,0,30,30,3,9.0,24.8
Weight Loss,Intermediate,52,110,187,female,sedentary,Legs,Lunges,strength,3,15,0,30,4,4.5,30.9
Muscle Gain,Beginner,44,108,163,male,very_active,Chest,Cable Fly,strength,3,6,0,72,1,3.5,34.0
Muscle Gain,Beginner,44,108,163,male,very_active,Back,Bent Over Row,strength,3,6,0,72,2,5.0,48.6
Muscle Gain,Beginner,44,108,163,male,very_active,Legs,Leg Press,strength,3,6,0,72,3,5.0,48.6
Muscle Gain,Beginner,44,108,163,male,very_active,Shoulders,Lateral Raise,strength,3,6,0,72,4,3.0,29.2
Muscle Gain,Beginner,44,108,163,male,very_active,Arms,Hammer Curl,strength,3,6,0,72,5,3.0,29.2
Weight Loss,Intermediate,44,52,195,male,sedentary,Cardio,Running,cardio,3,0,30,30,1,9.8,12.7
Weight Loss,Intermediate,44,52,195,male,sedentary,Core,Russian Twist,strength,3,15,0,30,2,3.5,11.4
Weight Loss,Intermediate,44,52,195,male,sedentary,Full Body,Thruster,cardio,3,0,30,30,3,9.5,12.4
Weight Loss,Intermediate,44,52,195,male,sedentary,Legs,Leg Press,strength,3,15,0,30,4,5.0,16.2
Muscle Gain,Beginner,41,108,186,female,sedentary,Chest,Push Up,strength,3,6,0,72,1,3.8,36.9
Muscle Gain,Beginner,41,108,186,female,sedentary,Back,Seated Cable Row,strength,3,6,0,72,2,3.5,34.0
Muscle Gain,Beginner,41,108,186,female,sedentary,Legs,Romanian Deadlift,strength,3,6,0,72,3,5.0,48.6
Muscle Gain,Beginner,41,108,186,female,sedentary,Shoulders,Overhead Press,strength,3,6,0,72,4,5.0,48.6
Muscle Gain,Beginner,41,108,186,female,sedentary,Arms,Hammer Curl,strength,3,6,0,72,5,3.0,29.2
Muscle Gain,Beginner,18,54,194,female,sedentary,Chest,Dips,strength,3,6,0,72,1,4.0,19.4
Muscle Gain,Beginner,18,54,194,female,sedentary,Back,Deadlift,strength,3,6,0,72,2,6.0,29.2
Muscle Gain,Beginner,18,54,194,female,sedentary,Legs,Squat,strength,3,6,0,72,3,6.0,29.2
Muscle Gain,Beginner,18,54,194,female,sedentary,Shoulders,Arnold Press,strength,3,6,0,72,4,4.0,19.4
Muscle Gain,Beginner,18,54,194,female,sedentary,Arms,Bicep Curl,strength,3,6,0,72,5,3.0,14.6
Weight Loss,Intermediate,48,96,180,male,moderate,Cardio,Kettlebell Swing,cardio,3,0,30,30,1,9.0,21.6
Weight Loss,Intermediate,48,96,180,male,moderate,Core,Ab Wheel Rollout,strength,3,15,0,30,2,4.0,24.0
Weight Loss,Intermediate,48,96,180,male,moderate,Full Body,Clean and Press,cardio,3,0,30,30,3,9.0,21.6
Weight Loss,Intermediate,48,96,180,male,moderate,Legs,Romanian Deadlift,strength,3,15,0,30,4,5.0,30.0
Weight Loss,Intermediate,50,75,194,male,moderate,Cardio,Box Jumps,cardio,3,0,30,30,1,10.0,18.8
Weight Loss,Intermediate,50,75,194,male,moderate,Core,Plank,strength,3,15,0,30,2,3.5,16.4
Weight Loss,Intermediate,50,75,194,male,moderate,Full Body,Burpees,cardio,3,0,30,30,3,10.0,18.8
Weight Loss,Intermediate,50,75,194,male,moderate,Legs,Lunges,strength,3,15,0,30,4,4.5,21.1
Weight Loss,Intermediate,24,91,167,female,light,Cardio,Cycling,cardio,3,0,30,30,1,7.5,17.1
Weight Loss,Intermediate,24,91,167,female,light,Core,Ab Wheel Rollout,strength,3,15,0,30,2,4.0,22.8
Weight Loss,Intermediate,24,91,167,female,light,Full Body,Burpees,cardio,3,0,30,30,3,10.0,22.8
Weight Loss,Intermediate,24,91,167,female,light,Legs,Calf Raises,strength,3,15,0,30,4,2.5,14.2
Weight Loss,Beginner,45,63,158,female,very_active,Cardio,Running,cardio,2,0,24,24,1,9.8,8.2
Weight Loss,Beginner,45,63,158,female,very_active,Core,Ab Wheel Rollout,strength,2,12,0,24,2,4.0,9.2
Weight Loss,Beginner,45,63,158,female,very_active,Full Body,Burpees,cardio,2,0,24,24,3,10.0,8.4
Weight Loss,Beginner,45,63,158,female,very_active,Legs,Romanian Deadlift,strength,2,12,0,24,4,5.0,11.6
Maintain Weight,Intermediate,26,51,174,male,light,Cardio,Battle Ropes,cardio,3,0,30,60,1,10.0,12.8
Maintain Weight,Intermediate,26,51,174,male,light,Core,Crunches,strength,3,12,0,60,2,3.0,12.2
Maintain Weight,Intermediate,26,51,174,male,light,Chest,Cable Fly,strength,3,12,0,60,3,3.5,14.3
Maintain Weight,Intermediate,26,51,174,male,light,Legs,Squat,strength,3,12,0,60,4,6.0,24.5
Maintain Weight,Intermediate,26,51,174,male,light,Shoulders,Overhead Press,strength,3,12,0,60,5,5.0,20.4
Maintain Weight,Beginner,27,108,179,female,active,Cardio,Jump Rope,cardio,2,0,24,48,1,12.3,17.7
Maintain Weight,Beginner,27,108,179,female,active,Core,Leg Raises,strength,2,9,0,48,2,3.0,15.7
Maintain Weight,Beginner,27,108,179,female,active,Chest,Dips,strength,2,9,0,48,3,4.0,20.9
Maintain Weight,Beginner,27,108,179,female,active,Legs,Leg Press,strength,2,9,0,48,4,5.0,26.1
Maintain Weight,Beginner,27,108,179,female,active,Shoulders,Arnold Press,strength,2,9,0,48,5,4.0,20.9
Weight Loss,Advanced,40,66,169,male,moderate,Cardio,Battle Ropes,cardio,3,0,36,36,1,10.0,19.8
Weight Loss,Advanced,40,66,169,male,moderate,Core,Ab Wheel Rollout,strength,3,18,0,36,2,4.0,18.5
Weight Loss,Advanced,40,66,169,male,moderate,Full Body,Clean and Press,cardio,3,0,36,36,3,9.0,17.8
Weight Loss,Advanced,40,66,169,male,moderate,Legs,Romanian Deadlift,strength,3,18,0,36,4,5.0,23.1
Weight Loss,Advanced,43,56,188,female,very_active,Cardio,Kettlebell Swing,cardio,3,0,36,36,1,9.0,15.1
Weight Loss,Advanced,43,56,188,female,very_active,Core,Ab Wheel Rollout,strength,3,18,0,36,2,4.0,15.7
Weight Loss,Advanced,43,56,188,female,very_active,Full Body,Burpees,cardio,3,0,36,36,3,10.0,16.8
Weight Loss,Advanced,43,56,188,female,very_active,Legs,Lunges,strength,3,18,0,36,4,4.5,17.6
Weight Loss,Intermediate,34,109,167,male,sedentary,Cardio,Kettlebell Swing,cardio,3,0,30,30,1,9.0,24.5
Weight Loss,Intermediate,34,109,167,male,sedentary,Core,Crunches,strength,3,15,0,30,2,3.0,20.4
Weight Loss,Intermediate,34,109,167,male,sedentary,Full Body,Kettlebell Swing,cardio,3,0,30,30,3,9.0,24.5
Weight Loss,Intermediate,34,109,167,male,sedentary,Legs,Calf Raises,strength,3,15,0,30,4,2.5,17.0
Weight Loss,Intermediate,32,108,181,male,light,Cardio,Box Jumps,cardio,3,0,30,30,1,10.0,27.0
Weight Loss,Intermediate,32,108,181,male,light,Core,Russian Twist,strength,3,15,0,30,2,3.5,23.6
Weight Loss,Intermediate,32,108,181,male,light,Full Body,Battle Ropes,cardio,3,0,30,30,3,10.0,27.0
Weight Loss,Intermediate,32,108,181,male,light,Legs,Lunges,strength,3,15,0,30,4,4.5,30.4
Maintain Weight,Advanced,41,54,193,female,active,Cardio,Box Jumps,cardio,3,0,36,72,1,10.0,16.2
Maintain Weight,Advanced,41,54,193,female,active,Core,Plank,strength,3,14,0,72,2,3.5,16.1
Maintain Weight,Advanced,41,54,193,female,active,Chest,Incline Dumbbell Press,strength,3,14,0,72,3,4.5,20.7
Maintain Weight,Advanced,41,54,193,female,active,Legs,Romanian Deadlift,strength,3,14,0,72,4,5.0,23.0
Maintain Weight,Advanced,41,54,193,female,active,Shoulders,Lateral Raise,strength,3,14,0,72,5,3.0,13.8
Maintain Weight,Beginner,32,70,189,female,moderate,Cardio,Kettlebell Swing,cardio,2,0,24,48,1,9.0,8.4
Maintain Weight,Beginner,32,70,189,female,moderate,Core,Leg Raises,strength,2,9,0,48,2,3.0,10.2
Maintain Weight,Beginner,32,70,189,female,moderate,Chest,Dips,strength,2,9,0,48,3,4.0,13.5
Maintain Weight,Beginner,32,70,189,female,moderate,Legs,Lunges,strength,2,9,0,48,4,4.5,15.2
Maintain Weight,Beginner,32,70,189,female,moderate,Shoulders,Arnold Press,strength,2,9,0,48,5,4.0,13.5
Maintain Weight,Beginner,35,89,190,female,moderate,Cardio,Kettlebell Swing,cardio,2,0,24,48,1,9.0,10.7
Maintain Weight,Beginner,35,89,190,female,moderate,Core,Crunches,strength,2,9,0,48,2,3.0,12.9
Maintain Weight,Beginner,35,89,190,female,moderate,Chest,Incline Dumbbell Press,strength,2,9,0,48,3,4.5,19.4
Maintain Weight,Beginner,35,89,190,female,moderate,Legs,Romanian Deadlift,strength,2,9,0,48,4,5.0,21.5
Maintain Weight,Beginner,35,89,190,female,moderate,Shoulders,Arnold Press,strength,2,9,0,48,5,4.0,17.2
Muscle Gain,Beginner,52,50,185,female,very_active,Chest,Dips,strength,3,6,0,72,1,4.0,18.0
Muscle Gain,Beginner,52,50,185,female,very_active,Back,Pull Up,strength,3,6,0,72,2,5.0,22.5
Muscle Gain,Beginner,52,50,185,female,very_active,Legs,Calf Raises,strength,3,6,0,72,3,2.5,11.2
Muscle Gain,Beginner,52,50,185,female,very_active,Shoulders,Lateral Raise,strength,3,6,0,72,4,3.0,13.5
Muscle Gain,Beginner,52,50,185,female,very_active,Arms,Bicep Curl,strength,3,6,0,72,5,3.0,13.5
Muscle Gain,Beginner,38,59,186,female,light,Chest,Bench Press,strength,3,6,0,72,1,5.0,26.6
Muscle Gain,Beginner,38,59,186,female,light,Back,Bent Over Row,strength,3,6,0,72,2,5.0,26.6
Muscle Gain,Beginner,38,59,186,female,light,Legs,Leg Press,strength,3,6,0,72,3,5.0,26.6
Muscle Gain,Beginner,38,59,186,female,light,Shoulders,Face Pull,strength,3,6,0,72,4,3.0,15.9
Muscle Gain,Beginner,38,59,186,female,light,Arms,Bicep Curl,strength,3,6,0,72,5,3.0,15.9
Maintain Weight,Intermediate,42,102,178,male,moderate,Cardio,Mountain Climbers,cardio,3,0,30,60,1,8.0,20.4
Maintain Weight,Intermediate,42,102,178,male,moderate,Core,Crunches,strength,3,12,0,60,2,3.0,24.5
Maintain Weight,Intermediate,42,102,178,male,moderate,Chest,Cable Fly,strength,3,12,0,60,3,3.5,28.6
Maintain Weight,Intermediate,42,102,178,male,moderate,Legs,Calf Raises,strength,3,12,0,60,4,2.5,20.4
Maintain Weight,Intermediate,42,102,178,male,moderate,Shoulders,Arnold Press,strength,3,12,0,60,5,4.0,32.6
Weight Loss,Beginner,45,104,170,male,moderate,Cardio,Jump Rope,cardio,2,0,24,24,1,12.3,17.1
Weight Loss,Beginner,45,104,170,male,moderate,Core,Ab Wheel Rollout,strength,2,12,0,24,2,4.0,15.3
Weight Loss,Beginner,45,104,170,male,moderate,Full Body,Kettlebell Swing,cardio,2,0,24,24,3,9.0,12.5
Weight Loss,Beginner,45,104,170,male,moderate,Legs,Calf Raises,strength,2,12,0,24,4,2.5,9.5
Muscle Gain,Advanced,52,56,181,female,light,Chest,Bench Press,strength,4,9,0,108,1,5.0,36.4
Muscle Gain,Advanced,52,56,181,female,light,Back,Lat Pulldown,strength,4,9,0,108,2,3.5,25.5
Muscle Gain,Advanced,52,56,181,female,light,Legs,Leg Press,strength,4,9,0,108,3,5.0,36.4
Muscle Gain,Advanced,52,56,181,female,light,Shoulders,Arnold Press,strength,4,9,0,108,4,4.0,29.1
Muscle Gain,Advanced,52,56,181,female,light,Arms,Bicep Curl,strength,4,9,0,108,5,3.0,21.8
Weight Loss,Advanced,26,57,161,male,active,Cardio,Mountain Climbers,cardio,3,0,36,36,1,8.0,13.7
Weight Loss,Advanced,26,57,161,male,active,Core,Russian Twist,strength,3,18,0,36,2,3.5,14.0
Weight Loss,Advanced,26,57,161,male,active,Full Body,Battle Ropes,cardio,3,0,36,36,3,10.0,17.1
Weight Loss,Advanced,26,57,161,male,active,Legs,Calf Raises,strength,3,18,0,36,4,2.5,10.0
Weight Loss,Beginner,44,117,182,male,light,Cardio,Jump Rope,cardio,2,0,24,24,1,12.3,19.2
Weight Loss,Beginner,44,117,182,male,light,Core,Leg Raises,strength,2,12,0,24,2,3.0,12.9
Weight Loss,Beginner,44,117,182,male,light,Full Body,Kettlebell Swing,cardio,2,0,24,24,3,9.0,14.0
Weight Loss,Beginner,44,117,182,male,light,Legs,Lunges,strength,2,12,0,24,4,4.5,19.3
Muscle Gain,Advanced,54,61,191,male,active,Chest,Bench Press,strength,4,9,0,108,1,5.0,39.6
Muscle Gain,Advanced,54,61,191,male,active,Back,Deadlift,strength,4,9,0,108,2,6.0,47.6
Muscle Gain,Advanced,54,61,191,male,active,Legs,Lunges,strength,4,9,0,108,3,4.5,35.7
Muscle Gain,Advanced,54,61,191,male,active,Shoulders,Overhead Press,strength,4,9,0,108,4,5.0,39.6
Muscle Gain,Advanced,54,61,191,male,active,Arms,Hammer Curl,strength,4,9,0,108,5,3.0,23.8
Muscle Gain,Intermediate,23,98,166,male,very_active,Chest,Push Up,strength,4,8,0,90,1,3.8,47.2
Muscle Gain,Intermediate,23,98,166,male,very_active,Back,Deadlift,strength,4,8,0,90,2,6.0,74.5
Muscle Gain,Intermediate,23,98,166,male,very_active,Legs,Romanian Deadlift,strength,4,8,0,90,3,5.0,62.1
Muscle Gain,Intermediate,23,98,166,male,very_active,Shoulders,Arnold Press,strength,4,8,0,90,4,4.0,49.7
Muscle Gain,Intermediate,23,98,166,male,very_active,Arms,Skull Crushers,strength,4,8,0,90,5,3.5,43.4
Muscle Gain,Intermediate,22,75,190,male,very_active,Chest,Push Up,strength,4,8,0,90,1,3.8,36.1
Muscle Gain,Intermediate,22,75,190,male,very_active,Back,Bent Over Row,strength,4,8,0,90,2,5.0,47.5
Muscle Gain,Intermediate,22,75,190,male,very_active,Legs,Calf Raises,strength,4,8,0,90,3,2.5,23.8
Muscle Gain,Intermediate,22,75,190,male,very_active,Shoulders,Lateral Raise,strength,4,8,0,90,4,3.0,28.5
Muscle Gain,Intermediate,22,75,190,male,very_active,Arms,Skull Crushers,strength,4,8,0,90,5,3.5,33.2
Muscle Gain,Intermediate,39,106,186,male,active,Chest,Cable Fly,strength,4,8,0,90,1,3.5,47.0
Muscle Gain,Intermediate,39,106,186,male,active,Back,Seated Cable Row,strength,4,8,0,90,2,3.5,47.0
Muscle Gain,Intermediate,39,106,186,male,active,Legs,Calf Raises,strength,4,8,0,90,3,2.5,33.6
Muscle Gain,Intermediate,39,106,186,male,active,Shoulders,Front Raise,strength,4,8,0,90,4,3.0,40.3
Muscle Gain,Intermediate,39,106,186,male,active,Arms,Concentration Curl,strength,4,8,0,90,5,2.8,37.6
Maintain Weight,Advanced,43,110,190,female,very_active,Cardio,Mountain Climbers,cardio,3,0,36,72,1,8.0,26.4
Maintain Weight,Advanced,43,110,190,female,very_active,Core,Leg Raises,strength,3,14,0,72,2,3.0,28.1
Maintain Weight,Advanced,43,110,190,female,very_active,Chest,Push Up,strength,3,14,0,72,3,3.8,35.5
Maintain Weight,Advanced,43,110,190,female,very_active,Legs,Romanian Deadlift,strength,3,14,0,72,4,5.0,46.8
Maintain Weight,Advanced,43,110,190,female,very_active,Shoulders,Lateral Raise,strength,3,14,0,72,5,3.0,28.1
Maintain Weight,Beginner,24,71,162,female,light,Cardio,Burpees,cardio,2,0,24,48,1,10.0,9.5
Maintain Weight,Beginner,24,71,162,female,light,Core,Crunches,strength,2,9,0,48,2,3.0,10.3
Maintain Weight,Beginner,24,71,162,female,light,Chest,Cable Fly,strength,2,9,0,48,3,3.5,12.0
Maintain Weight,Beginner,24,71,162,female,light,Legs,Calf Raises,strength,2,9,0,48,4,2.5,8.6
Maintain Weight,Beginner,24,71,162,female,light,Shoulders,Overhead Press,strength,2,9,0,48,5,5.0,17.2
Weight Loss,Beginner,26,54,182,female,very_active,Cardio,Burpees,cardio,2,0,24,24,1,10.0,7.2
Weight Loss,Beginner,26,54,182,female,very_active,Core,Plank,strength,2,12,0,24,2,3.5,6.9
Weight Loss,Beginner,26,54,182,female,very_active,Full Body,Kettlebell Swing,cardio,2,0,24,24,3,9.0,6.5
